"","Project","Site","Plot","Grid","Depth_cm","Event_Time","Time_of_day","Sample_ID","Volume_mL","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","SO4_ppm","SO4_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"535","COMPASS","TEMPEST","SW","C6",15,NA,NA,"TMP_SW_C6_20250204_15CM",5,20250131,20250204,1245,1230,"EST",9.7564,0.3043,"Within_Range",NA,19.7258,0.5564,"Within_Range",NA,0.0357,"2025-12-05",NA,"colored"
"536","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20250204_15CM",5,20250131,20250204,1345,1239,"EST",23.9291,0.7464,"Within_Range",NA,34.0433,0.9603,"Within_Range",NA,0.0615,"2025-12-05",NA,"colored"
"537","COMPASS","TEMPEST","SW","H6",15,NA,NA,"TMP_SW_H6_20250204_15CM",5,20250131,20250204,1400,1333,"EST",2.8156,0.0878,"Within_Range",NA,6.7959,0.1917,"Within_Range",NA,0.0123,"2025-12-05",NA,"colored"
"538","COMPASS","TEMPEST","SW","F4",15,NA,NA,"TMP_SW_F4_20250204_15CM",5,20250131,20250204,1351,1258,"EST",8.6707,0.2705,"Within_Range",NA,26.4756,0.7468,"Within_Range",NA,0.0479,"2025-12-05",NA,"colored"
"539","COMPASS","TEMPEST","SW","I5",15,NA,NA,"TMP_SW_I5_20250204_15CM",5,20250131,20250204,1359,1325,"EST",40.9053,1.2759,"Within_Range",NA,71.9294,2.029,"Within_Range",NA,0.13,"2025-12-05",NA,"colored"
"540","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20250204_15CM",5,20250131,20250204,1308,1220,"EST",43.7025,1.3631,"Within_Range",NA,190.5443,5.375,"Within_Range",NA,0.3443,"2025-12-05",NA,"colored"
"541","COMPASS","TEMPEST","SW","E3",15,NA,NA,"TMP_SW_E3_20250204_15CM",5,20250131,20250204,1355,1306,"EST",38.2389,1.1927,"Within_Range",NA,93.5124,2.6379,"Within_Range",NA,0.169,"2025-12-05",NA,"colored"
"542","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20250204_15CM",5,20250131,20250204,1347,1248,"EST",31.3459,0.9777,"Within_Range",NA,100.6402,2.8389,"Within_Range",NA,0.1819,"2025-12-05",NA,"colored"
"543","COMPASS","TEMPEST","SW","I5",15,NA,NA,"TMP_SW_I5_20250403_15CM",5,20250331,20250403,1420,1316,"EDT",20.6313,0.6435,"Within_Range",NA,13.1562,0.3711,"Within_Range",NA,0.0238,"2025-12-05",NA,NA
"544","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20250403_15CM",5,20250331,20250403,1400,1232,"EDT",13.58,0.4236,"Within_Range",NA,25.6882,0.7246,"Within_Range",NA,0.0464,"2025-12-05",NA,NA
"545","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20250403_15CM",5,20250331,20250403,1407,1302,"EDT",12.9403,0.4036,"Within_Range",NA,10.6942,0.3017,"Within_Range",NA,0.0194,"2025-12-05",NA,NA
"546","COMPASS","TEMPEST","SW","E3",15,NA,NA,"TMP_SW_E3_20250403_15CM",5,20250331,20250403,1411,1327,"EDT",11.4921,0.3585,"Within_Range",NA,5.269,0.1486,"Within_Range",NA,0.0095,"2025-12-05",NA,NA
"547","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20250403_15CM",5,20250331,20250403,1406,1255,"EDT",8.9806,0.2801,"Within_Range",NA,6.1649,0.1739,"Within_Range",NA,0.0112,"2025-12-05",NA,NA
"548","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20250403_15CM",5,20250331,20250403,1356,1336,"EDT",11.7758,0.3673,"Within_Range",NA,9.1326,0.2576,"Within_Range",NA,0.0165,"2025-12-05",NA,NA
"549","COMPASS","TEMPEST","SW","H6",15,NA,NA,"TMP_SW_H6_20250403_15CM",5,20250331,20250403,1423,1309,"EDT",1.7349,0.0541,"Within_Range",NA,1.6031,0.0452,"Within_Range",NA,0.0029,"2025-12-05",NA,NA
"550","COMPASS","TEMPEST","SW","C6",15,NA,NA,"TMP_SW_C6_20250403_15CM",5,20250331,20250403,1403,1247,"EDT",8.8222,0.2752,"Within_Range",NA,8.3045,0.2343,"Within_Range",NA,0.015,"2025-12-05",NA,NA
"551","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20250509_15CM",5,20250506,20250509,754,1152,"EDT",6.8252,0.2129,"Within_Range",NA,20.613,0.5815,"Within_Range",NA,0.0373,"2025-12-05",NA,"sub-sampled at 1215"
"552","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20250509_15CM",5,20250506,20250509,751,1050,"EDT",9.5087,0.2966,"Within_Range",NA,20.2748,0.5719,"Within_Range",NA,0.0367,"2025-12-05",NA,"sub-sampled at 1213"
"553","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20250509_15CM",5,20250506,20250509,801,1159,"EDT",10.0106,0.3122,"Within_Range",NA,9.3475,0.2637,"Within_Range",NA,0.0169,"2025-12-05",NA,"sub-sampled at 1205"
"554","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20250509_15CM",5,20250506,20250509,758,1156,"EDT",9.3076,0.2903,"Within_Range",NA,14.8132,0.4179,"Within_Range",NA,0.0268,"2025-12-05",NA,"sub-sampled at 1209"
"555","COMPASS","TEMPEST","SW","F4",15,NA,NA,"TMP_SW_F4_20250509_15CM",5,20250506,20250509,805,1147,"EDT",9.5788,0.2988,"Within_Range",NA,7.2696,0.2051,"Within_Range",NA,0.0132,"2025-12-05",NA,"sub-sampled at 1221"
"556","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20250509_15CM",5,20250506,20250509,809,1143,"EDT",6.9702,0.2174,"Within_Range",NA,15.895,0.4484,"Within_Range",NA,0.0287,"2025-12-05",NA,"sub-sampled at 1224"
"557","COMPASS","TEMPEST","SW","C6",15,NA,NA,"TMP_SW_C6_20250509_15CM",5,20250506,20250509,756,1154,"EDT",9.6408,0.3007,"Within_Range",NA,16.2998,0.4598,"Within_Range",NA,0.0295,"2025-12-05",NA,"sub-sampled at 1219"
"558","COMPASS","TEMPEST","SW","H6",15,NA,NA,"TMP_SW_H6_20250509_15CM",5,20250506,20250509,809,1141,"EDT",5.6493,0.1762,"Within_Range",NA,18.3306,0.5171,"Within_Range",NA,0.0331,"2025-12-05",NA,"sub-sampled at 1229"
"559","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20250602_15CM",5,20250530,20250602,1257,1323,"EDT",4.0211,0.1254,"Within_Range",NA,4.0811,0.1151,"Within_Range",NA,0.0074,"2025-12-05",NA,NA
"560","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20250602_15CM",5,20250530,20250602,1252,1259,"EDT",2.3249,0.0725,"Within_Range",NA,1.4007,0.0395,"Within_Range",NA,0.0026,"2025-12-05",NA,NA
"561","COMPASS","TEMPEST","SW","F4",15,NA,NA,"TMP_SW_F4_20250602_15CM",5,20250530,20250602,1259,1338,"EDT",2.538,0.0792,"Within_Range",NA,1.659,0.0468,"Within_Range",NA,0.003,"2025-12-05",NA,NA
"562","COMPASS","TEMPEST","SW","C6",15,NA,NA,"TMP_SW_C6_20250602_15CM",5,20250530,20250602,1246,1234,"EDT",4.6362,0.1446,"Within_Range",NA,3.9255,0.1107,"Within_Range",NA,0.0071,"2025-12-05",NA,NA
"563","COMPASS","TEMPEST","SW","E3",15,NA,NA,"TMP_SW_E3_20250602_15CM",5,20250530,20250602,1302,1504,"EDT",3.1599,0.0986,"Within_Range",NA,4.9766,0.1404,"Within_Range",NA,0.009,"2025-12-05",NA,NA
"564","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20250602_15CM",5,20250530,20250602,1308,1518,"EDT",4.4158,0.1377,"Within_Range",NA,4.5618,0.1287,"Within_Range",NA,0.0083,"2025-12-05",NA,NA
"565","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20250602_15CM",5,20250530,20250602,1312,1531,"EDT",1.9936,0.0622,"Within_Range",NA,2.74,0.0773,"Within_Range",NA,0.005,"2025-12-05",NA,NA
"566","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20250602_15CM",5,20250530,20250602,1248,1248,"EDT",6.7805,0.2115,"Within_Range",NA,7.9692,0.2248,"Within_Range",NA,0.0144,"2025-12-05",NA,NA
"567","COMPASS","TEMPEST","SW","H6",15,NA,NA,"TMP_SW_H6_20250602_15CM",5,20250530,20250602,1253,1311,"EDT",3.0055,0.0937,"Within_Range",NA,4.227,0.1192,"Within_Range",NA,0.0077,"2025-12-05",NA,NA
"568","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20250711_15CM",5,20250708,20250711,1218,750,"EDT",5.8716,0.1831,"Within_Range",NA,20.014,0.5646,"Within_Range",NA,0.0362,"2025-12-05",NA,NA
"569","COMPASS","TEMPEST","SW","H6",15,NA,NA,"TMP_SW_H6_20250711_15CM",5,20250708,20250711,1249,855,"EDT",3.0433,0.0949,"Within_Range",NA,4.6972,0.1325,"Within_Range",NA,0.0085,"2025-12-05",NA,NA
"570","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20250711_15CM",5,20250708,20250711,1233,827,"EDT",2.8004,0.0873,"Within_Range",NA,3.676,0.1037,"Within_Range",NA,0.0067,"2025-12-05",NA,NA
"571","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20250711_15CM",5,20250708,20250711,1228,801,"EDT",3.789,0.1182,"Within_Range",NA,18.712,0.5278,"Within_Range",NA,0.0338,"2025-12-05",NA,NA
"572","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20250711_15CM",5,20250708,20250711,1224,738,"EDT",0.863,0.0269,"Within_Range",NA,15.8583,0.4473,"Within_Range",NA,0.0287,"2025-12-05",NA,NA
"573","COMPASS","TEMPEST","SW","I5",15,NA,NA,"TMP_SW_I5_20250711_15CM",5,20250708,20250711,1353,905,"EDT",1.546,0.0482,"Within_Range",NA,3.8559,0.1088,"Within_Range",NA,0.007,"2025-12-05",NA,NA
"574","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20250711_15CM",5,20250708,20250711,1243,850,"EDT",2.2976,0.0717,"Within_Range",NA,5.4554,0.1539,"Within_Range",NA,0.0099,"2025-12-05",NA,NA
"575","COMPASS","TEMPEST","SW","E3",15,NA,NA,"TMP_SW_E3_20250711_15CM",5,20250708,20250711,1347,815,"EDT",3.8151,0.119,"Within_Range",NA,11.5615,0.3261,"Within_Range",NA,0.0209,"2025-12-05",NA,NA
"576","COMPASS","TEMPEST","FW","C3",15,NA,NA,"TMP_FW_C3_20250131_15CM",5,20250128,20250131,1322,1414,"EST",1.3379,0.0417,"Within_Range",NA,5.2821,0.149,"Within_Range",NA,0.0096,"2025-12-05",NA,"sub-sampled in lab at 1545"
"577","COMPASS","TEMPEST","FW","F6",15,NA,NA,"TMP_FW_F6_20250131_15CM",5,20250128,20250131,1343,1433,"EST",1.4549,0.0454,"Within_Range",NA,5.4421,0.1535,"Within_Range",NA,0.0099,"2025-12-05",NA,"sub-sampled in lab at 1606"
"578","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20250131_15CM",5,20250128,20250131,1314,1405,"EST",1.003,0.0313,"Within_Range",NA,2.2681,0.064,"Within_Range",NA,0.0041,"2025-12-05",NA,"sub-sampled in lab at 1549"
"579","COMPASS","TEMPEST","FW","H6",15,NA,NA,"TMP_FW_H6_20250131_15CM",5,20250128,20250131,1340,1431,"EST",2.9619,0.0924,"Within_Range",NA,7.1049,0.2004,"Within_Range",NA,0.0129,"2025-12-05",NA,"sub-sampled in lab at 1602"
"580","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20250131_15CM",5,20250128,20250131,1316,1408,"EST",5.0121,0.1563,"Within_Range",NA,6.9343,0.1956,"Within_Range",NA,0.0126,"2025-12-05",NA,"sub-sampled in lab at 1619"
"581","COMPASS","TEMPEST","FW","F4",15,NA,NA,"TMP_FW_F4_20250131_15CM",5,20250128,20250131,1330,1418,"EST",2.0381,0.0636,"Within_Range",NA,3.6002,0.1016,"Within_Range",NA,0.0065,"2025-12-05",NA,"sub-sampled in lab at 1558"
"582","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20250131_15CM",5,20250128,20250131,1421,1427,"EST",1.7046,0.0532,"Within_Range",NA,3.0086,0.0849,"Within_Range",NA,0.0055,"2025-12-05",NA,"light color; sub-sampled in lab at 1627"
"583","COMPASS","TEMPEST","FW","E3",15,NA,NA,"TMP_FW_E3_20250131_15CM",5,20250128,20250131,1326,1416,"EST",4.3122,0.1345,"Within_Range",NA,4.0822,0.1152,"Within_Range",NA,0.0074,"2025-12-05",NA,"sub-sampled in lab at 1603"
"584","COMPASS","TEMPEST","FW","H3",15,NA,NA,"TMP_FW_H3_20250131_15CM",5,20250128,20250131,1426,1420,"EST",2.2622,0.0706,"Within_Range",NA,2.8887,0.0815,"Within_Range",NA,0.0052,"2025-12-05",NA,"sub-sampled in lab at 1611"
"585","COMPASS","TEMPEST","FW","B4",15,NA,NA,"TMP_FW_B4_20250204_15CM",5,20250131,20250204,1412,1407,"EST",2.749,0.0857,"Within_Range",NA,3.3439,0.0943,"Within_Range",NA,0.0061,"2025-12-05",NA,NA
"586","COMPASS","TEMPEST","FW","F6",15,NA,NA,"TMP_FW_F6_20250204_15CM",5,20250131,20250204,1433,1522,"EST",1.1353,0.0354,"Within_Range",NA,1.784,0.0503,"Within_Range",NA,0.0032,"2025-12-05",NA,NA
"587","COMPASS","TEMPEST","FW","C3",15,NA,NA,"TMP_FW_C3_20250204_15CM",5,20250131,20250204,1414,1417,"EST",1.1819,0.0369,"Within_Range",NA,3.6573,0.1032,"Within_Range",NA,0.0066,"2025-12-05",NA,NA
"588","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20250204_15CM",5,20250131,20250204,1408,1424,"EST",4.6371,0.1446,"Within_Range",NA,4.9487,0.1396,"Within_Range",NA,0.009,"2025-12-05",NA,NA
"589","COMPASS","TEMPEST","FW","H3",15,NA,NA,"TMP_FW_H3_20250204_15CM",5,20250131,20250204,1420,1454,"EST",2.0765,0.0648,"Within_Range",NA,1.8854,0.0532,"Within_Range",NA,0.0034,"2025-12-05",NA,NA
"590","COMPASS","TEMPEST","FW","F4",15,NA,NA,"TMP_FW_F4_20250204_15CM",5,20250131,20250204,1418,1444,"EST",1.4435,0.045,"Within_Range",NA,22.9932,0.6486,"Within_Range",NA,0.0416,"2025-12-05",NA,NA
"591","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20250204_15CM",5,20250131,20250204,1427,1502,"EST",1.671,0.0521,"Within_Range",NA,1.7235,0.0486,"Within_Range",NA,0.0031,"2025-12-05",NA,"light color"
"592","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20250204_15CM",5,20250131,20250204,1405,1358,"EST",1.0263,0.032,"Within_Range",NA,1.5934,0.0449,"Within_Range",NA,0.0029,"2025-12-05",NA,NA
"593","COMPASS","TEMPEST","FW","H6",15,NA,NA,"TMP_FW_H6_20250204_15CM",5,20250131,20250204,1431,1512,"EST",1.5145,0.0472,"Within_Range",NA,1.1174,0.0315,"Within_Range",NA,0.002,"2025-12-05",NA,NA
"594","COMPASS","TEMPEST","FW","E3",15,NA,NA,"TMP_FW_E3_20250204_15CM",5,20250131,20250204,1416,1433,"EST",3.6842,0.1149,"Within_Range",NA,2.2941,0.0647,"Within_Range",NA,0.0042,"2025-12-05",NA,NA
"595","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20250406_15CM",5,20250403,20250406,1006,1101,"EDT",0.6421,0.02,"Within_Range",NA,1.1134,0.0314,"Within_Range",NA,0.002,"2025-12-05",NA,NA
"596","COMPASS","TEMPEST","FW","F4",15,NA,NA,"TMP_FW_F4_20250403_15CM",5,20250331,20250403,1439,1028,"EDT",1.9585,0.0611,"Within_Range",NA,28.2662,0.7974,"Within_Range",NA,0.0511,"2025-12-05",NA,NA
"597","COMPASS","TEMPEST","FW","E3",15,NA,NA,"TMP_FW_E3_20250403_15CM",5,20250331,20250403,1438,1048,"EDT",2.2723,0.0709,"Within_Range",NA,35.8056,1.01,"Within_Range",NA,0.0647,"2025-12-05",NA,NA
"598","COMPASS","TEMPEST","FW","H6",15,NA,NA,"TMP_FW_H6_20250403_15CM",5,20250331,20250403,1449,1012,"EDT",1.3963,0.0436,"Within_Range",NA,1.6077,0.0454,"Within_Range",NA,0.0029,"2025-12-05",NA,NA
"599","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20250403_15CM",5,20250331,20250403,1431,1110,"EDT",3.1635,0.0987,"Within_Range",NA,1.0517,0.0297,"Within_Range",NA,0.0019,"2025-12-05",NA,NA
"600","COMPASS","TEMPEST","FW","C3",15,NA,NA,"TMP_FW_C3_20250403_15CM",5,20250331,20250403,1435,1056,"EDT",0.7081,0.0221,"Within_Range",NA,0.9283,0.0262,"Within_Range",NA,0.0017,"2025-12-05",NA,NA
"601","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20250403_15CM",5,20250331,20250403,1429,1124,"EDT",0.7135,0.0223,"Within_Range",NA,0.0736,0.0021,"Within_Range",NA,2e-04,"2025-12-05",NA,NA
"602","COMPASS","TEMPEST","FW","H3",15,NA,NA,"TMP_FW_H3_20250403_15CM",5,20250331,20250403,1444,1023,"EDT",2.4271,0.0757,"Within_Range",NA,0.5056,0.0143,"Within_Range",NA,9e-04,"2025-12-05",NA,NA
"603","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20250509_15CM",5,20250506,20250509,833,1022,"EDT",1.4188,0.0443,"Within_Range",NA,0.4278,0.0121,"Within_Range",NA,8e-04,"2025-12-05",NA,"sub-sampled at 1055"
"604","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20250509_15CM",5,20250506,20250509,842,1035,"EDT",0,0,"bdl",NA,0.125,0.0035,"Within_Range",NA,3e-04,"2025-12-05",NA,"sub-sampled at 1106"
"605","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20250509_15CM",5,20250506,20250509,824,1024,"EDT",0.8216,0.0256,"Within_Range",NA,0.2932,0.0083,"Within_Range",NA,6e-04,"2025-12-05",NA,"sub-sampled at 1120"
"606","COMPASS","TEMPEST","FW","C3",15,NA,NA,"TMP_FW_C3_20250509_15CM",5,20250506,20250509,828,1028,"EDT",0.2937,0.0092,"Within_Range",NA,5.2497,0.1481,"Within_Range",NA,0.0095,"2025-12-05",NA,"sub-sampled at 1130"
"607","COMPASS","TEMPEST","FW","H6",15,NA,NA,"TMP_FW_H6_20250509_15CM",5,20250506,20250509,843,1016,"EDT",2.1047,0.0656,"Within_Range",NA,3.9169,0.1105,"Within_Range",NA,0.0071,"2025-12-05",NA,"sub-sampled at 1051"
"608","COMPASS","TEMPEST","FW","B4",15,NA,NA,"TMP_FW_B4_20250509_15CM",5,20250506,20250509,826,1026,"EDT",0.4569,0.0143,"Within_Range",NA,1.4623,0.0412,"Within_Range",NA,0.0027,"2025-12-05",NA,"sub-sampled at 1125"
"609","COMPASS","TEMPEST","FW","H3",15,NA,NA,"TMP_FW_H3_20250509_15CM",5,20250506,20250509,840,1033,"EDT",2.2107,0.069,"Within_Range",NA,3.4787,0.0981,"Within_Range",NA,0.0063,"2025-12-05",NA,"sub-sampled at 1118"
"610","COMPASS","TEMPEST","FW","F4",15,NA,NA,"TMP_FW_F4_20250602_15CM",5,20250530,20250602,1052,1102,"EDT",0.5041,0.0157,"Within_Range",NA,0,0,"bdl",NA,0,"2025-12-05",NA,NA
"611","COMPASS","TEMPEST","FW","F6",15,NA,NA,"TMP_FW_F6_20250602_15CM",5,20250530,20250602,1056,1125,"EDT",0.158,0.0049,"Within_Range",NA,0,0,"bdl",NA,0,"2025-12-05",NA,NA
"612","COMPASS","TEMPEST","FW","H3",15,NA,NA,"TMP_FW_H3_20250602_15CM",5,20250530,20250602,1050,1051,"EDT",1.246,0.0389,"Within_Range",NA,0,0,"bdl",NA,0,"2025-12-05",NA,NA
"613","COMPASS","TEMPEST","FW","E3",15,NA,NA,"TMP_FW_E3_20250602_15CM",5,20250530,20250602,1058,1138,"EDT",0.6533,0.0204,"Within_Range",NA,0,0,"bdl",NA,0,"2025-12-05",NA,NA
"614","COMPASS","TEMPEST","FW","B4",15,NA,NA,"TMP_FW_B4_20250602_15CM",5,20250530,20250602,1101,1159,"EDT",0.3146,0.0098,"Within_Range",NA,0,0,"bdl",NA,0,"2025-12-05",NA,NA
"615","COMPASS","TEMPEST","FW","H6",15,NA,NA,"TMP_FW_H6_20250602_15CM",5,20250530,20250602,1055,1113,"EDT",0.4132,0.0129,"Within_Range",NA,0,0,"bdl",NA,0,"2025-12-05",NA,NA
"616","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20250602_15CM",5,20250530,20250602,1105,1210,"EDT",0.4973,0.0155,"Within_Range",NA,0.034,0.001,"Within_Range",NA,1e-04,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"617","COMPASS","TEMPEST","FW","C3",15,NA,NA,"TMP_FW_C3_20250602_15CM",5,20250530,20250602,1100,1147,"EDT",0.7647,0.0239,"Within_Range",NA,17.6029,0.4966,"Within_Range",NA,0.0318,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"618","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20250602_15CM",5,20250530,20250602,1107,1221,"EDT",0.8893,0.0277,"Within_Range",NA,0.2138,0.006,"Within_Range",NA,4e-04,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"619","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20250602_15CM",5,20250530,20250602,1049,1033,"EDT",0.0954,0.003,"Within_Range",NA,0.3591,0.0101,"Within_Range",NA,7e-04,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"620","COMPASS","TEMPEST","FW","F4",15,NA,NA,"TMP_FW_F4_20250711_15CM",5,20250708,20250711,1413,1053,"EDT",0.4377,0.0137,"Within_Range",NA,0.4786,0.0135,"Within_Range",NA,9e-04,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"621","COMPASS","TEMPEST","FW","C3",15,NA,NA,"TMP_FW_C3_20250711_15CM",5,20250708,20250711,1303,1006,"EDT",0.3939,0.0123,"Within_Range",NA,0.8746,0.0247,"Within_Range",NA,0.0016,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"622","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20250711_15CM",5,20250708,20250711,1253,1015,"EDT",1.1597,0.0362,"Within_Range",NA,0.3108,0.0088,"Within_Range",NA,6e-04,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"623","COMPASS","TEMPEST","FW","H3",15,NA,NA,"TMP_FW_H3_20250711_15CM",5,20250708,20250711,1312,1100,"EDT",9.3896,0.2929,"Within_Range",NA,0.7916,0.0223,"Within_Range",NA,0.0015,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"624","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20250711_15CM",5,20250708,20250711,1313,1110,"EDT",0.1402,0.0044,"Within_Range",NA,0.0847,0.0024,"Within_Range",NA,2e-04,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"625","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20250711_15CM",5,20250708,20250711,1258,1027,"EDT",0.689,0.0215,"Within_Range",NA,0.2765,0.0078,"Within_Range",NA,5e-04,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"626","COMPASS","TEMPEST","C","H3",15,NA,NA,"TMP_C_H3_20250131_15CM",5,20250128,20250131,1207,1051,"EST",1.1822,0.0369,"Within_Range",NA,3.2592,0.0919,"Within_Range",NA,0.0059,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"627","COMPASS","TEMPEST","C","I5",15,NA,NA,"TMP_C_I5_20250131_15CM",5,20250128,20250131,1212,1100,"EST",1.2866,0.0401,"Within_Range",NA,9.6174,0.2713,"Within_Range",NA,0.0174,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"628","COMPASS","TEMPEST","C","D5",15,NA,NA,"TMP_C_D5_20250131_15CM",5,20250128,20250131,1230,1227,"EST",0.6508,0.0203,"Within_Range",NA,5.4581,0.154,"Within_Range",NA,0.0099,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"629","COMPASS","TEMPEST","C","B4",15,NA,NA,"TMP_C_B4_20250131_15CM",5,20250128,20250131,1236,1219,"EST",3.9657,0.1237,"Within_Range",NA,11.1602,0.3148,"Within_Range",NA,0.0202,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"630","COMPASS","TEMPEST","C","C3",15,NA,NA,"TMP_C_C3_20250131_15CM",5,20250128,20250131,1225,1137,"EST",1.2316,0.0384,"Within_Range",NA,11.4565,0.3232,"Within_Range",NA,0.0207,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"631","COMPASS","TEMPEST","C","E3",15,NA,NA,"TMP_C_E3_20250131_15CM",5,20250128,20250131,1222,1126,"EST",0.7333,0.0229,"Within_Range",NA,3.7182,0.1049,"Within_Range",NA,0.0067,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"632","COMPASS","TEMPEST","C","H6",15,NA,NA,"TMP_C_H6_20250131_15CM",5,20250128,20250131,1215,1113,"EST",1.9586,0.0611,"Within_Range",NA,5.5172,0.1556,"Within_Range",NA,0.01,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
"633","COMPASS","TEMPEST","C","F4",15,NA,NA,"TMP_C_F4_20250204_15CM",5,20250131,20250204,1123,1026,"EST",1.7362,0.0542,"Within_Range",NA,5.0669,0.1429,"Within_Range",NA,0.0092,"2025-12-15","Some sample IDs are missing from metadata: TMP_SW_H6_20250926_15CM. 
  One bad dup and one bad spk. 
  ",NA
